name,ingredients,effect,dosage,caution,nation,image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
뉴로셀텍정,"니코틴산아미드,레티놀팔미테이트과립,리보플라빈,벤포티아민,산화마그네슘,산화아연,시아노코발라민1000배산,제피아스코르브산,콜레칼시페롤과립,토코페롤아세테이트 2배산,판토텐산칼슘,폴산,피리독신염산염","육체피로, 임신ㆍ수유기, 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력 저하 시, 발육기, 노년기의 비타민 A, D, E, B1, B2, B6, C의 보급과 눈의 건조감의 완화, 야맹증(밤에 잘 못 보는 증상), 뼈, 이의 발육불량, 구루병의 예방, 신경통, 근육통, 관절통(요통, 어깨결림 등) 증상의 완화, 각기, 눈의 피로, 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염  증상의 완화와 아연의 보급에 사용","성인은 1회 1정씩, 1일 1회 복용","임신 3개월 이내 또는 임신하고 있을 가능성이 있는 여성은 복용하지 마십시오. 과민증 환자, 고칼슘혈증(혈액중에 칼슘이 과잉으로 존재하는 상태)환자, 유육종증(원인을 알 수 없는 전신 염증질환), 신장(콩팥)질환, 만 12개월 미만의 젖먹이, 신장(콩팥)결석, 심한증상의 신(콩팥)부전 환자는 이 약을 복용하지 마십시오.",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
뉴로친연질캡슐,"γ-오리자놀,니코틴산아미드,리보플라빈부티레이트,시아노코발라민,콘드로이틴설페이트나트륨,토코페롤아세테이트,판토텐산칼슘,푸르설티아민,피리독신염산염","육체피로, 임신ㆍ수유기, 병중ㆍ병후의 체력 저하 시, 노년기의 비타민 E, B1, B2, B6의 보급과 신경통, 근육통, 관절통(요통, 견통 등), 각기, 눈의 피로 증상의 완화, 말초혈행장애 및 갱년기시 어깨ㆍ목결림, 수족저림ㆍ수족냉증 증상의 완화에 사용","성인은 1회 1캡슐씩, 1일 2회 복용","과민증 환자, 3개월 미만의 영아는 이 약을 복용하지 마십시오. 이 약을 복용하기 전에 임부 또는 임신하고 있을 가능성이 있는 여성 및 수유부, 혈전성 소인이 있는 환자, 폴산이 부족한 환자는 의사 또는 약사와 상의하십시오.",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"	뉴먼트마하연질캡슐","β-카로틴현탁액30%,γ-오리자놀,산화마그네슘,시아노코발라민,토코페롤아세테이트,티아민질산염,피리독신염산염","육체피로, 임신ㆍ수유기, 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력 저하 시, 노년기의 비타민 A, E, B1, B6의 보급과 눈의 건조감의 완화, 야맹증(밤에 잘 못 보는 증상), 말초혈행장애 및 갱년기시 어깨 · 목결림, 수족저림 · 수족냉증(손발이 차가움) 증상의 완화, 신경통, 근육통, 관절통(요통, 어깨결림 등) 증상의 완화, 각기, 눈의 피로와 마그네슘결핍으로 인한 근육경련에 사용","성인은 1회 1캡슐, 1일 2회 복용","임신 3개월 이내 또는 임신하고 있을 가능성이 있는 여성은 복용하지 마십시오. 과민증 환자, 만 12개월 미만의 젖먹이, 심한 증상의 신부전, 대두유에 과민증이 있는 환자, 콩 또는 땅콩에 과민증인 환자는 이 약을 복용하지 마십시오.",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
뉴젠비싸이모정,"시아노코발라민,폴산,피리독신염산염","임신ㆍ수유기, 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력 저하 시 비타민 B6 의 보급과 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염 증상의 완화에 사용","성인은 1회 1정씩, 1일 2회 복용","과민증 환자, 만 3개월 미만의 젖먹이, 갈락토오스 불내성, Lapp 유당분해효소 결핍증 또는 포도당-갈락토오스 흡수장애 등의 유전적인 문제가 있는 환자는 이 약을 복용하지 마십시오. 레보도파와 함께 복용하지 마십시오.",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
뉴코딜정,"도큐세이트나트륨,비사코딜","변비와 변비에 수반하는 식욕부진(식욕감퇴), 복부팽만, 장내이상발효, 치질의 완화에 사용","성인은 1회 1~2정, 1일 3회 식후에 복용하며 복용간격은 4시간 이상 다만, 초회는 최소량을 복용하고 변의 모양과 상태를 보면서 조금씩 증량 또는 감량","급성 복부질환(충수염, 장출혈, 궤양성 결장염 등), 장폐색(창자막힘), 갈락토오스 불내성, Lapp 유당분해효소 결핍증 또는 포도당-갈락토오스 흡수장애 등의 유전적인 문제가 있는 환자는 이 약을 복용하지 마십시오. 제산제와 함께 복용하지 마십시오. 우유 섭취 후 1시간 이내는 복용을 피하십시오.",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
뉴콘틴연질캡슐,"γ-오리자놀,니코틴산아미드,리보플라빈부티레이트,시아노코발라민,콘드로이틴설페이트나트륨,토코페롤아세테이트,판토텐산칼슘,푸르설티아민,피리독신염산염","육체피로, 임신ㆍ수유기, 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력 저하 시, 노년기의 비타민 E, B1, B2, B6의 보급과 말초혈행장애 및 갱년기시 어깨ㆍ목결림, 수족저림ㆍ수족냉증(손발이 차가움) 증상의 완화, 신경통, 근육통, 관절통(요통, 견통 등) 증상의 완화, 각기, 눈의 피로, 구각염, 구순염, 구내염, 설염, 습진, 피부염 증상의 완화에 사용","성인은 1회 1캡슐씩, 1일 2회 복용","대두유, 콩, 땅콩에 과민증 환자, 만 3개월 미만의 젖먹이는 이 약을 복용하지 마십시오. 임부 및 임신하고 있을 가능성이 있는 여성 및 수유부, 미숙아, 유아, 고지단백혈증, 당뇨병성고지질혈증 및 췌장염 등 지방대사 이상 환자 또는 지질성 유제를 신중히 투여해야 하는 환자, 지방과부하로 특별한 위험이 예상되는 환자, 혈전성 소인이 있는 환자, 폴산이 부족한 환자, 황색5호에 과민증 환자 또는 경험자는 의사 또는 약사와 상의하십시오. ",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
뉴클로정,클로닉신리시네이트,"근육통, 신경통, 외상후 및 수술후 통증, 두통, 치통, 귀통증의 경증 또는 중등도 통증의 완화에 사용","성인은 1회 1~2정(125∼250 mg), 1일 3회 복용","소화성궤양 환자, 약물에 기인하여 위·십이지장에 동요 발현, 이 약에 과민증 환자, 아스피린이나 다른 비스테로이드성 소염진통제(COX-2 억제제 포함)에 천식, 두드러기 또는 알레르기 반응 경험자, 관상동맥 우회로술(CABG) 전후에 발생하는 통증의 치료 환자, 임부 또는 임신하고 있을 가능성이 있는 여성, 심한 간장애, 심한 신장애, 심한 심부전, 크론병 또는 궤양성 대장염과 같은 염증성 장질환 환자는 이 약을 복용하지 마십시오.",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
뉴트리-비골드정,"d-비오틴,γ-오리자놀,니코틴산아미드,리보플라빈,시아노코발라민,아스코르브산과립,이노시톨,콜린타르타르산염,티아민질산염,판토텐산칼슘,폴산,피리독신염산염","육체피로, 임신ㆍ수유기, 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력 저하 시 비타민 B1, B2, B6, C의 보급과 신경통, 근육통, 관절통(요통, 어깨결림 등) 증상의 완화, 각기, 눈의 피로, 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염 증상의 완화에 사용","성인은 1회 1정씩, 1일 1회 복용","과민증 환자, 만 3개월 미만의 젖먹이, 고칼슘혈증(혈액중에 칼슘이 과잉으로 존재하는 상태), 유육종증(원인을 알 수 없는 전신 염증질환), 신장질환, 심한 증상의 신부전, 신장결석, 갈락토오스 불내성, Lapp 유당분해효소 결핍증 또는 포도당-갈락토오스 흡수장애 등의 유전적인 문제가 있는 환자는 이 약을 복용하지 마십시오. 이 약을 복용하기 전에 햇빛을 많이 보고 정상적인 식사를 하는 어린이, 임부 또는 임신하고 있을 가능성이 있는 여성 및 수유부, 미숙아, 유아, 고옥살산뇨증(뇨중에 과량의 수산염이 배설되는 상태), 통풍, 폴산이 부족한 환자는 의사 또는 약사와 상의하십시오.",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
뉴트리-비프리미엄정,"d-비오틴,니코틴산아미드,리보플라빈,벤포티아민,산화아연,셀레늄함유건조효모,시아노코발라민,아스코르브산과립,우르소데옥시콜산,이노시톨,콜린타르타르산염,토코페롤아세테이트 2배산,판토텐산칼슘,폴산,피리독신염산염","육체피로, 임신ㆍ수유기, 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력 저하 시, 노년기의 비타민 E, B1, B2, B6, C의 보급과 신경통, 근육통, 관절통(요통, 어깨결림 등) 증상의 완화, 각기, 눈의 피로, 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염 증상의 완화와 아연의 보급에 사용","성인은 1회 1정씩, 1일 1회 복용","과민증 환자, 만 12개월 미만의 젖먹이, 갈락토오스 불내성, Lapp 유당분해효소 결핍증 또는 포도당-갈락토오스 흡수장애 등의 유전적인 문제가 있는 환자는 이 약을 복용하지 마십시오.이 약을 복용하기 전에 임부 또는 임신하고 있을 가능성이 있는 여성 및 수유부, 미숙아, 유아, 고옥살산뇨증(뇨중에 과량의 수산염이 배설되는 상태), 소화성궤양, 만성궤양성대장염, 국한성대장염 등의 위장질환, 심장ㆍ순환기계기능 장애, 신장(콩팥)장애, 저단백혈증, 통풍, 신장결석, 혈전(혈관 막힘)성 소인이 있는 환자, 폴산이 부족한 환자는 의사 또는 약사와 상의하십시오.",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
니자드정,니자티딘,"위산과다, 속쓰림, 신트림에 사용",성인(15세~79세)은 1일 1회 1정(75 mg)을 복용 8시간 경과후에도 증상의 개선이 없을 경우 1정(75 mg)을 추가로 복용. 1일 2정(150 mg)을 초과하지 마십시오.,"다른 H2 수용체 길항제에 과민증 환자, 빈혈, 혈소판 감소, 백혈구 감소, 혈액질환, 간/신질환, 위·십이지장질환, 천식·류마티스, 15세 미만의 어린이, 80세 이상의 고령자, 임부 또는 임신하고 있을 가능성이 있는 여성 및 수유부는 이 약을 복용하지 마십시오. 이 약을 복용하기 전에 알레르기 체질인 사람, 65세 이상의 고령자, 목의 통증, 기침 또는 고열, 원인 불명의 체중감소, 지속적인 복통, 중증의간 또는 신기능이 손상된 환자는 의사 또는 약사와 상의하십시오.",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
니자티드정,니자티딘,"위산과다, 속쓰림, 신트림에 사용",성인(15세~79세)은 1일 1회 1정(75 mg)을 복용 8시간 경과후에도 증상의 개선이 없을 경우 1정(75 mg)을 추가로 복용. 1일 2정(150 mg)을 초과하지 마십시오.,"다른 H2 수용체 길항제에 과민증 환자, 빈혈, 혈소판 감소, 백혈구 감소, 혈액질환, 간/신질환, 위·십이지장질환, 천식·류마티스, 15세 미만의 어린이, 80세 이상의 고령자, 임부 또는 임신하고 있을 가능성이 있는 여성 및 수유부는 이 약을 복용하지 마십시오. 이 약을 복용하기 전에 알레르기 체질인 사람, 65세 이상의 고령자, 목의 통증, 기침 또는 고열, 원인 불명의 체중감소, 지속적인 복통, 중증의간 또는 신기능이 손상된 환자는 의사 또는 약사와 상의하십시오.",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
다리아정,"베르베린염화물수화물,아크리놀수화물,현초가루","설사, 체함, 묽은 변, 토사에 사용",성인은 1회 2정  1일 3회 복용 복용간격은 4시간 이상,"임부 또는 임신하고 있을 가능성이 있는 여성 및 수유부, 만 7세 이하의 어린이, 갈락토오스 불내성, Lapp 유당분해효소 결핍증 또는 포도당-갈락토오스 흡수장애 등의 유전적인 문제가 있는 환자는 이 약을 복용하지 마십시오. 이 약을 복용하기 전에 고령자, 발열을 수반하는 설사, 혈변, 점액변이 계속되는 환자, 황색5호에 과민증 환자 또는 경험자는 의사 또는 약사와 상의하십시오.",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
다보타민큐정,"d-비오틴,β-카로틴20%과립,니코틴산아미드,리보플라빈,몰리브덴함유건조효모,산화마그네슘,산화제이구리,셀레늄함유건조효모,시아노코발라민100배산,아스코르브산과립97%,에르고칼시페롤과립,염화칼륨,요오드화칼륨,인산수소칼슘수화물,토코페롤아세테이트 2배산,티아민질산염3배산,판토텐산칼슘,폴산,푸마르산철,피리독신염산염,황산망간수화물,황산아연수화물","육체피로, 임신ㆍ수유기, 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력 저하 시, 발육기, 노년기의 비타민 A, D, E, B1, B2, B6, C의 보급과 철 결핍성 빈혈의 예방 및 치료와 아연의 보급에 사용","성인은 1회 1정씩, 1일 1회 복용","임신 3개월 이내 또는 임신하고 있을 가능성이 있는 여성은 복용하지 마십시오. 만 6세 이하의 어린이가 과량 복용시 철분 중독성 사망을 일으킬 수 있으므로 어린이의 손에 닿지 않는 곳에 보관. 과민증 환자, 고칼슘혈증(혈액중에 칼슘이 과잉으로 존재하는 상태)환자, 유육종증(원인을 알 수 없는 전신 염증질환), 신장(콩팥)질환, 만 12개월 미만의 젖먹이, 고칼륨혈증, 윌슨병, 혈색소증(철대사 이상으로 철이 간장, 췌장(이자)에 침착하는 질환), 헤모시데린침착증, 비철결핍성 빈혈, 신장(콩팥)결석, 심한 증상의 신(콩팥)부전 환자는 이 약을 복용하지 마십시오. 이 약을 복용하기 전에 고옥살산뇨증(요중에 과량의 수산염이 배설되는 상태), 임부 또는 임신하고 있을 가능성이 있는 여성, 수유부, 미숙아, 유아, 소화성궤양, 만성궤양성대장염, 국한성대장염 등의 위장질환, 심장ㆍ순환기계기능장애, 신장장애, 저단백혈증, 담낭(쓸개)관련질환, 간질환, 담낭(쓸개)폐쇄, 구리 부족증 환자, 급성 만성 기관지염, 폐부종, 알칼리증, 통풍, 신장(콩팥)결석 경험자, 폴산이 부족한 환자, 혈전(혈관 막힘)성 소인이 있는 환자는 의사 또는 약사와 상의하십시오.",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
다비어정,"도큐세이트나트륨,비사코딜","변비 또는 변비에 따른 식욕부진(식욕감퇴), 복부팽만, 장내이상발효, 치질 증상의 완화에 사용",성인은 1회 2정 1일 1회 취침시(공복시)에 복용,"급성 복부질환, 장폐색, 만 7세 이하의 어린이, 갈락토오스 불내성, Lapp 유당분해효소 결핍증 또는 포도당-갈락토오스 흡수장애 등의 유전적인 문제가 있는 환자는 이 약을 복용하지 마십시오. 이 약을 복용하기 전에 심한 복통 또는 구역, 구토, 임부 또는 임신하고 있을 가능성이 있는 여성, 나트륨 제한식이를 하고 있는 사람, 직장의 출혈 혹은 장부전의 병력이 있는 사람, 만 10세 이하의 어린이는 의사 또는 약사와 상의하십시오.",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
다비움정,"수산화마그네슘,노회건조엑스,우르소데옥시콜산","변비와 변비에 따른 식욕부진(식욕감퇴), 복부팽만, 장내 이상발효, 치질에 사용",1회 1정을 성인(15세이상)은 1일 3회 식전(식간(식사때와 식사때 사이에) 또는 식후)에 복용 ,"급성 복부질환(충수염, 장출혈, 궤양성 결장염 등), 장폐색(창자막힘) 환자는 이 약을 복용하지 마십시오.",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
다아펜정,"DL-메티오닌,아세트아미노펜","두통, 치통, 관절통, 신경통, 근육통, 염좌통(삔 통증), 월경통(생리통)에 사용","성인은 1회 1~2정 1일 3~4회를 공복을 피해 복용, 복용간격은 4시간 이상","과민증(예: 발진, 충혈되어 붉어짐, 가려움, 후두, 눈꺼풀, 입술의 부기) 환자 및 경험자, 다른 해열진통제(비스테로이드성 소염진통제), 감기약 복용시 천식발작 또는 경험자, 소화성궤양, 심한 혈액이상, 심한 간장애, 심한 신장장애, 심한 심장기능저하, 바르비탈계 약물, 삼환계 항우울제, 알코올을 복용한 사람은 이 약을 복용하지 마십시오.",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
다우제큐정,"디아스타제·프로테아제·셀룰라제,우르소데옥시콜산,리파제","소화불량, 식욕감퇴(식욕부진), 과식, 체함, 소화촉진, 소화불량으로 인한 위부팽만감에 사용","성인 및 15세 이상은 1회 2정, 1일 3회 식후에 복용","만 7세 이하의 어린이, 갈락토오스 불내성, Lapp 유당분해효소 결핍증 또는 포도당-갈락토오스 흡수장애 등의 유전적인 문제가 있는 환자는 이 약을 복용하지 마십시오.",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
다이락스-큐정,"도큐세이트나트륨,비사코딜,우르소데옥시콜산","변비와 변비에 수반하는 식욕부진(식욕감퇴), 복부(배부분)팽만, 장내이상발효, 치질의 완화에 사용","성인 및 15세 이상은 1회 2정, 1일 1회 취침시 복용","만 7세 이하의 어린이, 급성 복부질환(충수염, 장출혈, 궤양성 결장염 등), 장폐색(창자막힘), 갈락토오스 불내성, Lapp 유당분해효소 결핍증 또는 포도당-갈락토오스 흡수장애 등의 유전적인 문제가 있는 환자는 이 약을 복용하지 마십시오.",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
다이야펜정400밀리그램,이부프로펜,"류마티양 관절염, 연소성 류마티양 관절염, 골관절염(퇴행성 관절질환), 감기로 인한 발열 및 동통, 요통, 월경곤란증, 수술후 동통과 강직성 척추염, 두통, 치통, 근육통, 신경통, 급성통풍, 건선성 관절염, 연조직손상(염좌, 좌상), 비관절 류마티스질환(건염, 건초염, 활액낭염)에 사용","류마티양 관절염, 골관절염, 강직성 척추염, 연조직손상, 비관절 류마티스질환, 급성통풍, 건선성 관절염에 성인은 1회 1/2정~1.5정(200~600 mg), 1일 3~4회 복용하며 1일 최고 3200 mg까지 복용할 수 있습니다. 

연소성 류마티양 관절염에는 1일 체중 kg당 30-40 mg을 3~4회 분할하여 복용하며, 경증 및 중등도의 동통이나 감기에는 성인 1회 1/2정~1정(200~400 mg), 1일 3~4회 복용합니다.","과민증 환자, 위장관궤양, 위장관 출혈 또는 경험자, 심한 혈액이상, 심한 간장애, 심한 신장장애, 심한 심장기능부전, 심한 고혈압, 기관지천식 또는 경험자, 아스피린이나 다른 비스테로이드성 소염진통제(COX-2 저해제 포함)에 천식, 두드러기, 알레르기 반응과 같은 과민 증 또는 경험자, 관상동맥(심장동맥) 우회로술 전후 통증발생 환자, 임신 말기 3개월 기간에 해당하는 임부, 항암요법으로 고용량 메토트렉세이트를 복용중인 환자, 갈락토오스 불내성, Lapp 유당분해효소 결핍증 또는 포도당-갈락토오스 흡수장애 등의 유전적인 문제가 있는 환자는 이 약을 복용하지 마십시오.",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
다이제스토정,"셀룰라제,우담즙건조엑스,판크레아틴,디메티콘","소화불량, 식욕감퇴(식욕부진), 과식, 체함, 소화촉진, 소화불량으로 인한 위부(상복부)팽만감에 사용",성인은 1회 2정 1일 3회 식후에 복용,"만 7세 이하의 어린이, 갈락토오스 불내성, Lapp 유당분해효소 결핍증 또는 포도당-갈락토오스 흡수장애 등의 유전적인 문제가 있는 환자는 이 약을 복용하지 마십시오.",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
닥스펜정,덱시부프로펜,"만성 다발성관절염, 류마티스관절염, 관절증, 강직척추염, 외상 및 수술 후 통증성 부종 또는 염증 그리고 염증, 통증 및 발열을 수반하는 감염증의 치료보조에 사용","성인은 1회 1정(300 mg), 1일 2~4회 복용합니다. 단, 1일 4정(1,200 mg)을 초과하지 않습니다.","과민증 환자, 위장관궤양, 위장관이나 뇌혈관 또는 다른 부위의 출혈이 있는 환자, 심한 혈액이상, 심한 간장애, 심한 신장애, 심한 심부전, 심한 고혈압, 기관지천식, 아스피린 또는 다른 소염진통제에 의한 천식, 두드러기, 알레르기 경험 환자, 심장동맥 우회로술 전후 통증 치료 환자, 임신 6개월 이상의 임부, 수유부, 크론병, 궤양성대장염, 비스테로이드성 소염진통제로 인해 위장관출혈 또는 천공이 발생한 병력이 있는 환자, 갈락토오스불내성, Lapp 유당분해효소 결핍증 또는 포도당-갈락토오스 흡수장애 등의 유전적인 문제가 있는 환자는 이 약을 복용하지 마십시오.",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
닥터베아제정,"	디아스타제·프로테아제·셀룰라제,판프로신,브로멜라인,우르소데옥시콜산,리파제,크리아제-PEG,디아스타제·프로테아제100,판셀라제,시메티콘파우더","소화불량, 식욕감퇴(식욕부진), 과식, 체함, 소화촉진, 소화불량으로 인한 위부팽만감에 사용",성인 1회 1정을 1일 3회 식후에 복용,"만 7세 이하의 소아는 이 약을 복용하지 마십시오.

이 약을 복용하기 전에 알레르기 체질인 사람, 임부 또는 임신하고 있을 가능성이 있는 여성, 이 약 또는 황색4호에 과민증 환자는 의사 또는 약사와 상담하십시오.",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
담엔싹정,"클로르족사존,아세트아미노펜","신경통, 근육통, 관절통, 요(허리)통, 염좌통(삔 통증), 견통(어깨결림), 근경련(근육경련), 근경직등 근육의 이상 긴장을 수반하는 여러 질환에 사용",성인은 1회 2정 1일 4회까지 공복을 피하여 복용,"다른 아세트아미노펜 제품과 함께 복용하여 일일 최대용량(4,000 mg)을 초과할 경우 간손상을 일으킬 수 있으므로 아세트아미노펜을 포함하는 다른 제품과 함께 복용하지 마십시오.

이 약에 과민증 환자, 클로르족사존에 과민증, 아세트아미노펜에 과민증, 과민증상(발진, 충혈되어 붉어짐, 가려움, 후두, 눈꺼풀, 입술의 부기) 경험자 및 다른 감기약, 해열진통제 사용 시 천식 경험자는 이 약을 복용하지 마십시오.",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"	대웅우루사연질캡슐","우르소데옥시콜산,티아민질산염,리보플라빈","만성 간질환의 간기능 개선과 간기능 장애에 의한 육체피로, 전신권태 증상의 개선에 사용",성인은 1회 1캡슐 1일 3회 복용," 과민증 환자, 심한 담도폐쇄, 전격성간염, 임부 또는 임신하고 있을 가능성이 있는 여성 및 수유부, 소아, 크론병과 같은 대장 및 소장염, 방사선 비투과성 석회화된 담석, 비기능성 담낭(쓸개), 급성담낭(쓸개)염, 신질환, 소화성궤양(급성 위ㆍ십이지장 궤양) 환자는 이 약을 복용하지 마십시오.",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
더마화이트정,"피리독신염산염,트라넥삼산,판토텐산칼슘,엘시스테인,제피아스코르브산",기미에 사용,"1회 2정, 1일 3회 식후에 복용"," 과민증 환자, 트라넥삼산을 함유하는 내복약을 복용하고 있는 사람, 트롬빈을 투여 중인 사람, 중증의 신장애 및 간성혼수, 혈전증(뇌혈전, 심근경색, 혈전성정맥염, 폐색전증 등) 환자, 15세 미만은 이 약을 복용하지 마십시오.

이 약을 복용하기 전에 임부 또는 임신하고 있을 가능성이 있는 여성, 55세 이상, 알레르기 체질, 혈전증을 일으킬 우려가 있는 사람, 신장애, 시스틴뇨증 환자는 의사 또는 약사와 상의하십시오.

기미인지 의심되거나, 색이 거무스름하고, 색조가 불균일하고, 표면이 튀어나온 기미인 경우 복용 전에 피부과의사와 상의하십시오.",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
더블락캡슐,"락토바실루스스포로게네스균,우르소데옥시콜산","소화불량, 식욕감퇴(식욕부진), 과식, 체함, 소화촉진, 소화불량으로 인한 위부팽만감, 정장, 변비, 묽은 변, 복부팽만감, 장내이상발효에 사용","만 8세 이상은 1회 1캡슐, 1일 3회 복용","만 7세 이하의 어린이, 갈락토오스 불내성, Lapp 유당분해효소 결핍증 또는 포도당-갈락토오스 흡수장애 등의 유전적인 문제가 있는 환자는 이 약을 복용하지 마십시오.

이 약을 복용하기 전에 임부 또는 임신하고 있을 가능성이 있는 여성은 의사 또는 약사와 상의하십시오.",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"	데이감에스정","클로르페니라민말레산염,아세트아미노펜,슈도에페드린염산염","감기의 여러 증상(콧물, 코막힘, 재채기, 인후통, 오한, 발열, 두통, 관절통, 근육통)의 완화에 사용","성인은 4∼6시간마다 1회 1∼2정씩 복용합니다.

최대 하루 8정을 초과하지 않습니다.","과민증 및 경험자, 다른 해열진통제, 감기약 복용 시 천식 경험자, 만 3개월 미만의 영아, MAO억제제(항우울제, 항정신병제, 감정조절제, 항파킨슨제 등)를 복용하고 있거나 복용을 중단한 후 2주 이내의 사람, 소화성궤양, 심한 혈액이상, 심한 간장애, 심한 신장장애, 심한 심장기능저하 환자, 알코올을 복용한 사람, 갈락토오스 불내성, Lapp 유당분해효소 결핍증 또는 포도당-갈락토오스 흡수장애 등의 유전적인 문제가 있는 환자는 이 약을 복용하지 마십시오.",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
덱시푸루펜연질캡슐,덱시부프로펜,"만성 다발성 관절염, 류마티스관절염, 관절증, 강직척추염, 외상 및 수술 후 통증성 부종 또는 염증, 염증, 통증 및 발열을 수반하는 감염증의 치료보조에 사용","성인은 1회 1캡슐(300 mg), 1일 2~4회 복용합니다. 단, 1일 4캡슐(1,200 mg)을 초과하지 않습니다.","과민증 환자, 아스피린이나 다른 비스테로이드성 소염진통제에 천식, 두드러기 또는 알레르기 반응 경험자, 위장관 궤양, 위장관이나 뇌혈관 또는 다른 부위의 출혈, 심한 혈액이상, 심한 간장애, 심한 신장장애, 심한 심장기능부전, 심한 고혈압, 기관지천식, 관상동맥(심장동맥) 우회로술(CABG) 전후 통증발생 환자, 임신 6개월 이상의 임부, 수유부, 크론병 또는 궤양성대장염과 같은 염증성장질환 환자, 위장관(창자) 출혈 또는 천공(뚫림)이 발생 경험자는 이 약을 복용하지 마십시오.",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
