name,ingredients,effect,dosage,caution,nation,image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
넥스온정20mg ,에스오메프라졸마그네슘삼수화물,"1. 위식도 역류질환(GERD)

- 미란성 역류식도염의 치료
- 식도염 환자의 재발방지를 위한 장기간 유지요법
- 식도염이 없는 위식도 역류질환의 증상치료요법

2. 헬리코박터필로리 박멸을 위한 항생제 병용요법
- 헬리코박터필로리 양성인 십이지장궤양의 치료
- 헬리코박터필로리 양성인 소화성궤양 환자의 재발방지

3. 비스테로이드소염진통제(COX-2 비선택성, 선택성) 투여와 관련된 상부 위장관 증상(통증, 불편감, 작열감) 치료의 단기요법

4. 지속적인 비스테로이드소염진통제 투여가 필요한 환자
- 비스테로이드소염진통제 투여와 관련된 위궤양의 치료
- 비스테로이드소염진통제 투여와 관련된 위궤양 및 십이지장궤양의 예방

5. 졸링거-엘리슨 증후군의 치료

6. 정맥주사로 위궤양 또는 십이지장궤양에 의한 재출혈 예방 유도 이후의 유지 요법","성인
 1) 위식도 역류성 질환(GERD).
- 미란성 역류식도염의 치료 : 4주동안 1일 1회, 1회 40 mg을 투여한다.
식도염이 치료되지 않거나 증상이 계속되는 환자의 경우 4주 더 복용한다.
- 식도염 환자의 재발 방지를 위한 장기간 유지요법 : 1일 1회, 1회 20 mg
- 식도염이 없는 위식도 역류질환의 증상치료요법 :
. 1일 1회, 1회 20 mg. 4주후에도 증상 조절이 되지 않을 경우 추가 진료가 필요하다.
. 일단 증상이 완화되면 그 후 연속되는 증상은 1일 1회, 1회 20 mg을 투여하여 조절한다. 
. 성인에서, 1일 1회, 1회 20 mg을 필요시마다 투여할 수 있다. 비스테로이드소염진통제 투여로 위궤양 및 십이지장궤양의 발현 위험이 높은 환자에게는 연속되는 증상 조절을 위해 필요시마다 투여하는 것을 권장하지 않는다.
 2) 헬리코박터필로리 박멸을 위한 항생제 병용요법
이 약 20 mg을 아목시실린 1 g, 클래리트로마이신 500 mg과 병용하여 1일 2회, 7일간 투여한다.
 3) 비스테로이드소염진통제(COX-2 비선택성, 선택성)투여와 관련된 상부 위장관 증상(통증, 불편감, 작열감) 치료의 단기요법
- 1일 1회, 1회 20 mg. 4주후에도 증상이 조절이 되지 않을 경우 추가진료가 필요하다. 4주를 초과하는 임상시험은 실시되지 않았다. 
 4) 지속적인 비스테로이드소염진통제 투여가 필요한 환자
- 비스테로이드소염진통제 투여와 관련된 위궤양의 치료 : 1일 1회, 1회 20 mg. 치료기간은 4∼8주이다.
- 비스테로이드소염진통제 투여와 관련된 위궤양 및 십이지장궤양의 예방 : 1일 1회, 1회 20 mg.
 5) 졸링거-엘리슨 증후군의 치료
권장 초회 용량은 40 mg 1일 2회 투여이다. 이후 용량은 환자별로 조절되어야 하며, 임상증상이 있는 동안 치료를 지속해야 한다. 임상자료에 따르면, 대부분의 환자는 1일 80 ∼ 160 mg의 용량에서 조절 가능하다. 1일 80 mg 이상의 용량은 1일 2회로 나누어 복용하도록 한다. 
 6) 정맥주사로 위궤양 또는 십이지장궤양에 의한 재출혈 예방 유도 이후의 유지 요법
정맥주사로 위궤양 또는 십이지장궤양에 의한 재출혈 예방 유도 이후 4주동안 1일 1회, 1회 40 mg을 투여한다.","다음 환자에는 투여하지 말 것.

1) 이 약, 이 약의 구성성분 또는 벤즈이미다졸류에 과민반응 및 그 병력이 있는 환자
2) 페니실린계 항생제에 과민반응 환자(헬리코박터필로리 박멸을 위해 아목시실린과 병용요법시)
3) 마크로라이드계 항생제 과민반응 환자(헬리코박터필로리 박멸을 위해 클래리트로마이신과 병용시에 한함.)
4) 테르페나딘, 시사프리드, 피모지드, 아스테미졸을 투여 받고 있는 환자(헬리코박터필로리 박멸을 위해 클래리트로마이신과 병용시에 한함.)(상호작용항 참조)
5) 아타자나비르 및 넬피나비르를 투여 중인 환자(상호작용항 참조)
6) 수유부
7) 릴피비린 함유제제를 투여중인 환자 (상호작용항 참조)",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
넥시나정,"수크랄페이트수화물,라니티딘염산염,비스무트시트르산염칼륨","위·십이지장궤양, 위염, 졸링거-엘리슨증후군, 역류성식도염, 마취전 투약(멘델슨증후군 예방), 수술후 궤양, 비스테로이드소염진통제(NSAID)로 인한 위·십이지장궤양","성인
  보통 식사와 무관하게 1회 2정을 1일 2회 오전 및 취침전에 경구투여한다. 
 1) 위·십이지장궤양
   1회 2정을 1일 2회 투여하거나 1회 4정을 1일 1회 취침전에 투여한다. 특히 십이지장궤양환자에 대해서 1회 4정 1일 2회 오전 및 취침전에 투여하면 보다 높은 치료율을 얻을 수 있다. 비스테로이드소염진통제 투여로 인한 궤양 또는 비스테로이드소염진통제 장기 투여시 위·십이지장궤양발생을 예방하기 위한 병용요법에 있어서도 용량은 같다. 보통은 4주 이내 비스테로이드소염진통제 투여로 인한 질환은 보통 8주 이내에 치유되나 간혹 환자에 따라 치유기간이 연장될 수도 있다. 이 약의 단기요법으로 효과가 우수하였던 재발성 궤양환자들에 대해서는 유지요법으로 1회 2정을 1일 1회 취침전에 투여한다.   
 2) 역류성식도염 
   8주 동안 1회 2정, 1일 2회 투여하거나 1회 4정을 1일 1회 취침전에 투여한다. 단 중증 역류성식도염 환자에 대해서는 1회 4정을 1일 4회로 증량할 수 있다.
 3) 졸링거-엘리슨 증후군 
   초기용량으로서 1회 2정을 1일 3회로 치료를 시작하며 필요에 따라 증량할 수 있다. 중증질환의 경우 의사의 지시에 따라 1일 라니티딘으로써 6 g까지 부여할 수 있다.
 4) 소화성 궤양, 급성 스트레스성 궤양 및 급성 위점막 병변에 의한 상부소화관 출혈 
   경구 투여가 가능해지면 주사에서 경구투여로 전환하여 1회 2정을 1일 2회 투여한다.
 5) 마취전 투약(멘델슨증후군 예방) 
   마취유도 2시간 전에 1회 2정을 투여한다. 이 경우 수술전야에도 1회 2정을 투여하면 더욱 좋다.

","다음 환자에는 투여하지 말 것.
 1) 투석요법을 받고 있는 환자
 2) 이 약 또는 이 약의 구성성분에 과민반응의 병력이 있는 환자
 3) 급성 포르피린증 병력이 있는 환자(라니티딘염산염이 급성 포르피린성 발작을 유발할 수 있음을 시사하는 임상 보고가 드물게 있다)
 4) 신장애 환자
 5) 상부 위장관 수술 환자
 6) 임부 또는 임신하고 있을 가능성이 있는 여성
 7) 미숙아, 신생아
 8) 칼륨 제한 식이요법 환자",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
노디아렉스정,"	글리클라지드","제 2형 당뇨병(식사요법, 운동요법으로 충분한 효과를 얻을 수 없는 경우에 한함.)","성인 : 글리클라짓으로서 1일 40~80mg으로 시작하며, 1일 1~2회 경구투여한다. 이후 환자의 혈당량을 최적으로 조절하기 위해서는 상태에 따라 1일 최고 320mg까지 2회로 나누어 투여할 수 있다. 1회 투여 시 160mg을 초과하여서는 안 된다. 투여 용량은 반드시 환자의 상태에 따라 조절되어야 한다.","다음 환자에는 투여하지 말 것.
1) 당뇨성 케톤산증, 당뇨병성 혼수 또는 전혼수(인슐린을 투여한다.)
2) 제1형 당뇨병 환자(인슐린을 투여한다.)
3) 중증 간 또는 신기능 장애 환자(대사나 배설이 저하되어, 저혈당을 일으킬 수 있다.):이 경우, 인슐린이 권장된다.
4) 중증의 감염증, 중증의 외상, 수술 전?후의 환자(인슐린을 투여한다.)
5) 설사, 구토 등 위장장애 환자(식사량이 줄어, 저혈당을 일으킬 수 있다.)
6) 이 약의 성분, 설포닐우레아계 약물, 설폰아미드계 약물에 과민반응의 병력이 있는 환자
7) 임부 또는 임신하고 있을 가능성이 있는 여성, 수유부(‘7. 임부 및 수유부에 대한 투여’ 항 참조)
8) 미코나졸을 투여받는 환자(‘6. 상호작용’ 항 참조)
9) 이 약은 유당을 함유하고 있으므로, 갈락토오스 불내성(galactose intolerance), Lapp 유당분해효소 결핍증(Lapp lactase deficiency) 또는 포도당-갈락토오스 흡수장애(glucose-galactose malabsorption) 등의 유전적인 문제가 있는 환자에게는 투여하면 안 된다.(유당 함유제제에 한함)",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
노통펜프러스정,"트라마돌염산염,아세트아미노펜",중등도~중증의 급ㆍ만성 통증,"용량은 환자의 통증 정도 및 치료 반응에 따라 조절한다.
초회용량으로 2정 투여를 권장하며, 그 이후 투여 간격은 최소 6시간 이상으로 하되, 1일 8정을 초과하지 않도록 한다.
유효한 최저용량을 가능한한 짧은 기간동안 투여한다.
이 약을 필요 이상 장기간 투여하지 않도록 하며, 질병의 특성 및 심한 정도로 인해 장기간 투여가 필요한 경우, 정기적인 모니터링을 실시하여 이 약의 지속투여 여부를 확인하도록 한다.","다음 환자에는 투여하지 말 것
1) 이 약의 성분에 과민성이 있는 환자
2) 알코올, 수면제, 중추작용진통제, 마약성 진통제 또는 향정신성 약물 등 중추신경계 작용약물 중독 환자
3) 심한 호흡억제상태 환자(가벼운 호흡억제가 나타날 수 있다.)
4) 두부손상, 뇌의 병변이 있는 경우로 의식혼탁의 위험이 있는 환자
5) MAO억제제를 투여받고 있는 환자 또는 최근 14일 이내에 투약한 경험이 있는 환자
6) 소화성궤양, 심한 혈액이상 환자
7) 심한 간장애, 심한 신장애, 심한 심기능부전 환자
8) 수유부
9) 12세 미만의 소아
10) 편도절제술 및/또는 아데노이드절제술을 받은 18세 미만 소아에서 수술 후 관리
11) 아스피린 천식(비스테로이드성 소염진통제에 의한 천식발작 유발)또는 그 병력이 있는 환자
12) 모니터링 장비 또는 심폐소생 장비가 구비되지 않은 곳에서의 급성 및 중증 기관지 천식환자
13) 약물로 조절되지 않는 간질 환자",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
놀바덱스정,타목시펜시트르산염,유방암,"타목시펜으로서 성인 1일 20~40mg을 2회(아침, 저녁)로 분할하여 경구투여한다.

증상에 따라 적절히 증감한다.","다음 환자에는 투여하지 말 것.

1) 임부 또는 임신하고 있을 가능성이 있는 여성(임부에 대한 투여 참조)
2) 이 약 및 이 약의 구성성분에 과민반응 환자
3) 아나스트로졸 병용투여 환자
4) 이 약은 유당을 함유하고 있으므로, 갈락토오스 불내성(galactose intolerance), Lapp 유당분해효소 결핍증(lapp lactase deficiency) 또는 포도당-갈락토오스 흡수장애(glucose-galactose malabsorption) 등의 유전적인 문제가 있는 환자에게는 투여하면 안 된다.",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
뉴드로핀정,암로디핀말레산염,"고혈압, 관상동맥의 고정폐쇄(안정협심증) 또는 관상혈관계의 혈관경련수축(이형협심증)에 의한 심근성허혈증","성인 : 암로디핀으로서 1일 1회 5 mg을 경구투여하며, 2 ∼ 4주 이내에 증상이 호전되지 않으면 환자의 반응에 따라 1일 최고 10 mg까지 증량할 수 있다. 증상에 따라 적절히 증감한다.","다음 환자에게는 투여하지 말 것.
 1) 이 약이나 이 약의 구성 성분 또는 다른 디히드로피리딘계 약물에 과민반응의 병력이 있는 환자
 2) 임부 또는 임신하고 있을 가능성이 있는 여성 및 수유부
 3) 쇼크 환자(심장성쇼크 포함) 
 4) 중증의 대동맥판협착증 환자
 5) 불안정협심증 환자
 6) 심근경색 발생 후 1개월 이내인 환자
 7) 중증의 간기능장애 환자
 8) 중증의 저혈압 환자",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
뉴로메드정,"	옥시라세탐",혈관성 인지 장애 증상 개선,"성인: 옥시라세탐으로서 1회 800㎎ 1일 2회 경구투여한다.
연령, 증상에 따라 적절히 증감한다.","다음 환자에는 투여하지 말 것.
1) 이 약에 과민증 환자
2) 중증의 신부전 환자
3) 임부 또는 임신하고 있을 가능성이 있는 부인",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
뉴로스캡슐,"	가바펜틴","1. 간질
 1) 단독요법(새롭게 발작으로 진단된 환자의 치료 포함) : 만 13세 이상 청소년 혹은 성인에서의 2차적 전신증상을 동반하거나 동반하지 않은 단순/복합 부분발작
 2) 부가요법 : 만 3세 이상 어린이 혹은 성인에서의 2차적 전신증상을 동반하거나 동반하지 않은 부분발작
2. 신경병증성 통증","1. 간질
 1) 만 13세 이상 환자의 단독요법 및 부가요법
   유지 용량을 가바펜틴으로서 900 mg/day로 하기 위해 단계적 적정을 투여의 처음 3일에 걸쳐 다음과 같이 시행한다.
 - 첫째날 : 이 약 300 mg 캡슐을 1일 1회 혹은 이 약 100 mg 1캡슐을 1일 3회 투여(가바펜틴 300 mg/day)
 - 둘째날 : 이 약 300 mg 캡슐을 1일 2회 혹은 이 약 100 mg 2캡슐을 1일 3회 투여(가바펜틴 600 mg/day)
 - 셋째날부터 : 이 약 300 mg 캡슐을 1일 3회 투여 혹은 이 약 100 mg 3캡슐을 1일 3회 투여(가바펜틴 900 mg/day)
   혹은 위의 방법 외에 시작용량으로 이 약 300 mg 1캡슐을 1일 3회 투여 할 수도 있다(가바펜틴 900 mg/day). 가바펜틴으로서 1,200 mg/day까지 증량할 수 있으며, 1일 총 투여량은 가바펜틴으로서 2,400 mg을 초과할 수 없다.(가바펜틴으로서 2,400 mg/day 초과용량과 관련하여 안전성 및 유효성에 대한 자료가 충분치 않다.)
 2) 만 3세 이상 만 12세 이하 어린이에 대한 부가요법
   유지 용량을 가바펜틴으로서 체중 kg 당 30 mg/day로 하기 위한 단계적 적정을 투여의 처음 3일에 걸쳐 다음과 같이 시행한다.
 - 첫째날 : 가바펜틴으로서 10 mg/체중(kg) 투여
 - 둘째날 : 가바펜틴으로서 20 mg/체중(kg) 투여
 - 셋째날부터 : 가바펜틴으로서 30 mg/체중(kg) 투여
   필요에 따라 1일 체중 kg 당 최대 40 mg까지 증량할 수 있다. 이 약 투여 시 1일 총 투여량은 3회로 나누어 투여한다.
2. 신경병증성 통증 
  성인(18세 이상) : 유지 용량을 가바펜틴으로서 900 mg/day로 하기 위한 단계적 적정을 투여의 처음 3일에 걸쳐 다음과 같이 시행한다.
 - 첫째날 : 이 약 300 mg 캡슐을 1일 1회 혹은 이 약 100 mg 1캡슐을 1일 3회 투여 (가바펜틴 300 mg/day)
 - 둘째날 : 이 약 300 mg 캡슐을 1일 2회 혹은 이 약 100 mg 2캡슐을 1일 3회 투여 (가바펜틴 600 mg/day)
 - 셋째날부터 : 이 약 300 mg 캡슐을 1일 3회 투여 혹은 이 약 100 mg 3캡슐을 1일 3회 투여(가바펜틴 900 mg/day)
   혹은 위의 방법 외에 시작용량으로 이 약 300 mg 1캡슐을 1일 3회 투여 할 수도 있다(가바펜틴 900 mg/day).
   필요시, 일주일내에 가바펜틴으로서 1,800 mg/day까지 증량할 수 있으며, 1일 총 투여량은 가바펜틴으로서 3,600 mg을 초과하지 않는다. 이 약 투여 시 1일 총 투여량은 3회로 나누어 투여하여야 한다.","다음 환자에게는 투여하지 말 것.
1) 이 약 또는 이 약의 구성성분에 과민반응이 있거나 그 병력이 있는 환자
2) 급성췌장염 환자
3) 전신 소발작(absence seizure) 혹은 이를 포함하는 발작 혼합 환자(유효하지 않음)
4) 이 약은 유당을 함유하고 있으므로, 갈락토오스 불내성(galactose intolerance), Lapp 유당분해효소 결핍증(Lapp lactase deficiency) 또는 포도당.갈락토오스 흡수장애(glucose-galactose malabsorption) 등의 유전적인 문제가 있는 환자에게는 투여하면 안 된다.
",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
뉴로카바캡슐,"	가바펜틴","1. 간질
 1) 단독요법(새롭게 발작으로 진단된 환자의 치료 포함) : 만 13세 이상 청소년 혹은 성인에서의 2차적 전신증상을 동반하거나 동반하지 않은 단순/복합 부분발작
 2) 부가요법 : 만 3세 이상 어린이 혹은 성인에서의 2차적 전신증상을 동반하거나 동반하지 않은 부분발작
2. 신경병증성 통증","1. 간질
 1) 만 13세 이상 환자의 단독요법 및 부가요법
   유지 용량을 가바펜틴으로서 900 mg/day로 하기 위해 단계적 적정을 투여의 처음 3일에 걸쳐 다음과 같이 시행한다.
 - 첫째날 : 이 약 300 mg 캡슐을 1일 1회 혹은 이 약 100 mg 1캡슐을 1일 3회 투여(가바펜틴 300 mg/day)
 - 둘째날 : 이 약 300 mg 캡슐을 1일 2회 혹은 이 약 100 mg 2캡슐을 1일 3회 투여(가바펜틴 600 mg/day)
 - 셋째날부터 : 이 약 300 mg 캡슐을 1일 3회 투여 혹은 이 약 100 mg 3캡슐을 1일 3회 투여(가바펜틴 900 mg/day)
   혹은 위의 방법 외에 시작용량으로 이 약 300 mg 1캡슐을 1일 3회 투여 할 수도 있다(가바펜틴 900 mg/day). 가바펜틴으로서 1,200 mg/day까지 증량할 수 있으며, 1일 총 투여량은 가바펜틴으로서 2,400 mg을 초과할 수 없다.(가바펜틴으로서 2,400 mg/day 초과용량과 관련하여 안전성 및 유효성에 대한 자료가 충분치 않다.)
 2) 만 3세 이상 만 12세 이하 어린이에 대한 부가요법
   유지 용량을 가바펜틴으로서 체중 kg 당 30 mg/day로 하기 위한 단계적 적정을 투여의 처음 3일에 걸쳐 다음과 같이 시행한다.
 - 첫째날 : 가바펜틴으로서 10 mg/체중(kg) 투여
 - 둘째날 : 가바펜틴으로서 20 mg/체중(kg) 투여
 - 셋째날부터 : 가바펜틴으로서 30 mg/체중(kg) 투여
   필요에 따라 1일 체중 kg 당 최대 40 mg까지 증량할 수 있다. 이 약 투여 시 1일 총 투여량은 3회로 나누어 투여한다.
2. 신경병증성 통증 
  성인(18세 이상) : 유지 용량을 가바펜틴으로서 900 mg/day로 하기 위한 단계적 적정을 투여의 처음 3일에 걸쳐 다음과 같이 시행한다.
 - 첫째날 : 이 약 300 mg 캡슐을 1일 1회 혹은 이 약 100 mg 1캡슐을 1일 3회 투여 (가바펜틴 300 mg/day)
 - 둘째날 : 이 약 300 mg 캡슐을 1일 2회 혹은 이 약 100 mg 2캡슐을 1일 3회 투여 (가바펜틴 600 mg/day)
 - 셋째날부터 : 이 약 300 mg 캡슐을 1일 3회 투여 혹은 이 약 100 mg 3캡슐을 1일 3회 투여(가바펜틴 900 mg/day)
   혹은 위의 방법 외에 시작용량으로 이 약 300 mg 1캡슐을 1일 3회 투여 할 수도 있다(가바펜틴 900 mg/day).
   필요시, 일주일내에 가바펜틴으로서 1,800 mg/day까지 증량할 수 있으며, 1일 총 투여량은 가바펜틴으로서 3,600 mg을 초과하지 않는다. 이 약 투여 시 1일 총 투여량은 3회로 나누어 투여하여야 한다.","다음 환자에게는 투여하지 말 것.
1) 이 약 또는 이 약의 구성성분에 과민반응이 있거나 그 병력이 있는 환자
2) 급성췌장염 환자
3) 전신 소발작(absence seizure) 혹은 이를 포함하는 발작 혼합 환자(유효하지 않음)
4) 이 약은 유당을 함유하고 있으므로, 갈락토오스 불내성(galactose intolerance), Lapp 유당분해효소 결핍증(Lapp lactase deficiency) 또는 포도당.갈락토오스 흡수장애(glucose-galactose malabsorption) 등의 유전적인 문제가 있는 환자에게는 투여하면 안 된다.",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
다모케어정,"	피나스테리드",성인남성(만 18 ∼ 41세)의 남성형 탈모증(안드로겐 탈모증)의 치료,"일반적으로 피나스테리드로서 1일 1회 1 mg을 경구투여하며, 식사와 관계없이 투여할 수 있다.
용량을 증량하면 유효성이 증대된다는 근거가 없다.
일반적으로 3개월 이상 복용해야 치료효과를 볼 수 있으며, 치료효과 유지를 위해 지속적으로 복용할 것을 권장한다. 치료 기간과 유효성을 지속적으로 평가해야 한다. 복용을 중단하면 12개월 내에 치료효과는 사라지게 된다.","일반적 주의
1) 의사는 환자에게 멍울, 통증 및 유두분비물, 유방비대, 압통 및 신생물을 포함한 유방의 변화가 있을 경우 신속히 의사에게 보고하도록 안내한다.
2) 의사는 이 약으로 치료하는 동안 일부 환자에서 사정량이 감소할 수 있다는 것을 환자에게 알려야 한다. 이런 사정량 감소가 정상적인 성기능을 방해하는 것으로 보이지는 않지만 이 약으로 치료를 받는 환자에게 발기부전과 성욕감퇴가 발생할 수도 있다.
3) 직장수지검사에서 정상이고 PSA 수치가 ≤3.0 ng/mL인 55세 이상의 남성을 대상으로 7년간 이 약 일일 5 mg을 복용한 PCPT 임상시험에서 Gleason 등급 8 ∼ 10의 전립샘암 위험성이 증가되었다 (피나스테리드 1.8 % vs 위약 1.1 %).다른 5α-환원효소 억제제(두타스테리드) (1 % 두타스테리드 vs 0.5 % 위약)에 대한 4년간의 위약대조 임상시험에서도 비슷한 결과가 관찰되었다. 5α-환원효소 억제제는 고등급 전립샘암 발전의 위험성을 증가시킬 수 있으나, 전립샘 부피를 감소시키기 위한 5α-환원효소 억제제 효과 때문인지, 이러한 연구들의 결과에 영향을 미치는 다른 요인들 때문인지는 확립되지 않았다.",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
다오닐정,글리벤클라미드,"제 2형 당뇨병(식사요법, 운동요법으로 충분한 효과를 얻을 수 없는 경우에 한함)","글리벤클라미드의 권장 개시 용량은 보통 성인 1일 2.5mg이다.  
최적의 당조절상태가 될 때까지 1주 간격으로 2.5mg씩 증량한다. 
혈당강하제에 민감한 환자의 경우에는 1일 1.25mg으로 개시되어야 한다(사용상의 주의사항 중 신중투여항 참조).
1일 총투여량이 15mg을 넘지 않도록 한다. 1일 용량 10mg까지는 1회, 그 이상인 경우는 2회 분할 경구투여 한다. 1일 1회인 경우는 아침식후, 2회인 경우는 아침, 저녁 식후에 경구투여 한다.  
보통 유지용량은 1일 2.5~5mg이다.
연령 및 증상에 따라 적절히 증감한다.","다음 환자에는 투여하지 말 것
 1) 중증 케톤증, 당뇨병성 혼수 또는 전혼수(인슐린을 투여한다.) 
 2) 제1형 당뇨병 환자(인슐린을 투여한다.)
 3) 중증의 간, 신장, 부신기능 장애 환자(대사나 배설이 저하되어, 저혈당을 일으킬 수 있다.)
 4) 중증의 감염증, 중증의 외상, 수술 전·후의 환자(인슐린을 투여한다.)
 5) 설사, 구토 등 위장장애 환자(식사량이 줄어 저혈당을 일으킬 수 있다.)
 6) 이 약의 성분, 설폰요소계, 설폰아미드계 약물, 프로베네시드에 과민반응의 병력이 있는 환자
 7) 임부 또는 임신하고 있을 가능성이 있는 여성, 수유부
 8) 미코나졸을 투여받는 환자
 9) 췌장절제 환자
 10) 포르피린증 환자
 11) 보센탄을 투여받는 환자",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
다이놀정,"	에티드론산디나트륨","1. 파제트병
1) 통증의 완화 및 운동성 증가
2) 혈청중 알칼리포스파타제 및 요중 하이드록시프롤린 수치의 감소
3) 파골세포 및 조골세포수의 감소
4) 층판골의 형성
5) 파제트병의 병변부위에 있어서의 방사성 핵종전입의 감소
6) 파제트병으로 인하여 증가된 심박출량의 감소 및 피부온도의 저하
7) 파제트병으로 인한 골절의 감소

2. 이상부위 골화의 예방 및 치료
1) 둔부의 대체나 척수의 상해에 기인한 이상부위 골화의 예방 및 치료
2) 임상적으로 중요한 이상부위 골화현상 발생율의 현격한 감소
3) 미성숙 병변부위의 진전 지연

3. 골다공증","1일 1회 경구투여하는 것을 원칙으로 하며 위장장애가 있을 경우에는 분할 투여할 수 있다.
흡수를 극대화하기 위하여 투여전후 2시간 이내에 다음과 같은 두 가지는 투여를 피하도록 한다.
- 음식물, 특히 칼슘이 많이 함유되어 있는 우유나 유제품
- 미네랄이 첨가된 비타민제나 칼슘, 아연, 철분, 마그네슘 또는 알루미늄이 고농도로 함유된 제산제","다음 환자에는 투여하지 말 것.
 1) 이 약에 과민반응 환자
 2) 중증의 신기능 부전 환자
 3) 골연화증 환자
 4) 임부 또는 임신하고 있을 가능성이 있는 여성 및 수유부
 5) 12세 미만 소아
 6) 급성 위장염 환자",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
다이뉴정,"	티옥트산",당뇨병성 다발성 신경염의 완화,성인 : 치옥트산으로서 1일 200~600mg을 2~3회 분할하여 식사 30분전에 특별한 처방이 없는 한 씹지말고 약간의 물과 함께 경구투여 한다,"다음 환자에는 투여하지 말 것.

1) 이 약에 과민반응의 병력이 있는 환자
2) 소아 및 청소년(임상경험이 없다.)",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
다이리드정,글리메피리드,제 2형 당뇨병 환자의 혈당조절을 향상시키기 위해 식사요법 및 운동요법의 보조제로 투여한다.,"1. 이 약은 단독요법으로 투여한다.
2. 이 약은 다음의 경우 병용요법으로 투여한다.
 1) 경구용 혈당강하제로 혈당조절이 적절하게 이루어지지 않는 경우, 인슐린과 병용투여
 2) 설포닐우레아계 또는 메트포르민 단독요법으로 혈당조절이 적절하게 이루어지지 않는 경우, 메트포르민과 이 약을 병용투여","다음 환자에는 투여하지 말 것.

1) 인슐린 의존형(제1형) 당뇨병 환자(예, 케톤혈증의 병력을 가진 당뇨병 환자), 당뇨병성 케톤혈증, 당뇨병성 혼수 또는 전혼수 환자
2) 이 약 및 이 약의 구성성분 또는 설포닐우레아계, 설폰아미드계 약물에 대해 과민반응의 병력이 있는 환자
3) 중증 간기능장애 또는 중증 신기능장애 환자(사용 경험이 없다. 중증 간기능장애 또는 신기능장애 환자에서는 최적의 혈당조절을 이루기 위해 인슐린요법으로의 전환이 권장된다.)
4) 임부 또는 임신하고 있을 가능성이 있는 여성 및 수유부
5) 중증 감염증, 수술 전후, 중증 외상이 있는 환자(인슐린요법을 적용한다.)(일반적 주의항 참고)
6) 설사, 구토 등 위장장애가 있는 환자(음식물의 흡수 부전에 의해 저혈당을 일으킬 우려가 있다.)
7)이 약은 유당을 함유하고 있으므로, 갈락토오스 불내성(galactose intolerance), Lapp 유당분해효소 결핍증(Lapp lactase deficiency) 또는 포도당-갈락토오스 흡수장애(glucose-galactose malabsorption) 등의 유전적인 문제가 있는 환자에게는 투여하면 안 된다.",ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
